All Method Calls (3000)

<gnu.trove.TIterator; moveToNextIndex[]; void; gnu.trove.THashIterator; next[]; V; null; this>
<java.lang.System; getProperty[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; System>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; buffer>
<java.util.Map; entrySet[]; java.util.Set<java.util.Map.Entry<java.lang.Integer,java.lang.String>>; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; replicated_content>
<gnu.trove.generate.Generate; shortInt[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; this>
<gnu.trove.generate.Generate; shortInt[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; this>
<java.util.Map$Entry; getValue[]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; entry>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#e#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#e#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#E#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#E#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#ET#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#ET#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#EMAX#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#EMAX#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#EMIN#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#EMIN#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.lang.String; equals[java.lang.Object]; boolean; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; out>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#v#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#v#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#V#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#V#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#VT#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#VT#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#VMAX#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#VMAX#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#VMIN#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#VMIN#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#k#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#k#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#K#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#K#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#KT#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#KT#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#KMAX#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#KMAX#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#KMIN#").matcher(out)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#KMIN#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; entry_buffer>
<java.lang.System; getProperty[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; System>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; entry_buffer>
<java.lang.System; getProperty[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; System>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; entry_buffer>
<java.util.regex.Matcher; replaceAll[java.lang.String]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; Pattern.compile("#REPLICATED" + entry.getKey() + "#").matcher(processed_template)>
<java.util.regex.Pattern; matcher[java.lang.CharSequence]; java.util.regex.Matcher; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; replaceAll[java.lang.String]; Pattern.compile("#REPLICATED" + entry.getKey() + "#")>
<java.util.regex.Pattern; compile[java.lang.String]; java.util.regex.Pattern; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; matcher[java.lang.CharSequence]; Pattern>
<java.util.Map$Entry; getKey[]; java.lang.Integer; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; entry>
<java.lang.StringBuilder; toString[]; java.lang.String; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; entry_buffer>
<gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; gnu.trove.generate.Generate; generateDecoratorsClass[java.io.File, java.io.File]; void; null; this>
<java.io.File; getPath[]; java.lang.String; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; output_path>
<java.io.File; getParentFile[]; java.io.File; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; destination>
<java.io.File; mkdirs[]; boolean; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; parent>
<java.io.File; createTempFile[java.lang.String, java.lang.String, java.io.File]; java.io.File; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; File>
<java.io.Writer; write[java.lang.String]; void; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; writer>
<java.io.OutputStreamWriter; close[]; void; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; writer>
<java.io.File; exists[]; boolean; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; destination>
<java.security.MessageDigest; getInstance[java.lang.String]; java.security.MessageDigest; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; MessageDigest>
<gnu.trove.generate.Generate; digest[java.io.File, java.security.MessageDigest]; byte[]; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; this>
<gnu.trove.generate.Generate; digest[java.io.File, java.security.MessageDigest]; byte[]; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; this>
<java.util.Arrays; equals[byte[], byte[]]; boolean; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; Arrays>
<java.io.PrintStream; println[java.lang.String]; void; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; System.err>
<java.io.File; delete[]; boolean; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; destination>
<java.io.File; renameTo[java.io.File]; boolean; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; temp>
<java.io.PrintStream; println[java.lang.String]; void; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; System.out>
<java.io.PrintStream; println[java.lang.String]; void; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; System.out>
<java.io.File; delete[]; boolean; gnu.trove.generate.Generate; writeFile[java.lang.String, java.lang.String, java.io.File]; void; null; temp>
<java.security.MessageDigest; reset[]; void; gnu.trove.generate.Generate; digest[java.io.File, java.security.MessageDigest]; byte[]; null; digest>
<java.io.FileInputStream; read[byte[]]; int; gnu.trove.generate.Generate; digest[java.io.File, java.security.MessageDigest]; byte[]; null; in>
<java.security.MessageDigest; update[byte[], int, int]; void; gnu.trove.generate.Generate; digest[java.io.File, java.security.MessageDigest]; byte[]; null; digest>
<java.io.FileInputStream; read[byte[]]; int; gnu.trove.generate.Generate; digest[java.io.File, java.security.MessageDigest]; byte[]; null; in>
<java.security.MessageDigest; digest[]; byte[]; gnu.trove.generate.Generate; digest[java.io.File, java.security.MessageDigest]; byte[]; null; digest>
<java.io.FileInputStream; close[]; void; gnu.trove.generate.Generate; digest[java.io.File, java.security.MessageDigest]; byte[]; null; in>
<java.lang.String; equals[java.lang.Object]; boolean; gnu.trove.generate.Generate; shortInt[java.lang.String]; java.lang.String; null; type>
<java.io.File; exists[]; boolean; gnu.trove.generate.Generate; readFile[java.lang.String, java.io.File]; java.lang.String; null; file>
<java.io.BufferedReader; readLine[]; java.lang.String; gnu.trove.generate.Generate; readFile[java.lang.String, java.io.File]; java.lang.String; null; reader>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.generate.Generate; readFile[java.lang.String, java.io.File]; java.lang.String; null; out>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.generate.Generate; readFile[java.lang.String, java.io.File]; java.lang.String; null; out>
<java.lang.StringBuilder; toString[]; java.lang.String; gnu.trove.generate.Generate; readFile[java.lang.String, java.io.File]; java.lang.String; null; out>
<java.io.BufferedReader; close[]; void; gnu.trove.generate.Generate; readFile[java.lang.String, java.io.File]; java.lang.String; null; reader>
<java.util.Map; size[]; int; gnu.trove.THashMap; THashMap[java.util.Map<K,V>]; void; null; map>
<gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; gnu.trove.THashMap; THashMap[java.util.Map<K,V>]; void; null; this>
<java.util.Map; size[]; int; gnu.trove.THashMap; THashMap[java.util.Map<K,V>, gnu.trove.TObjectHashingStrategy<K>]; void; null; map>
<gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; gnu.trove.THashMap; THashMap[java.util.Map<K,V>, gnu.trove.TObjectHashingStrategy<K>]; void; null; this>
<java.lang.Object; clone[]; V[]; gnu.trove.THashMap; clone[]; gnu.trove.THashMap<K,V>; null; this._values>
<gnu.trove.TObjectHash; insertionIndex[K]; int; gnu.trove.THashMap; put[K, V]; V; null; this>
<gnu.trove.THashMap; doPut[K, V, int]; V; gnu.trove.THashMap; put[K, V]; V; null; this>
<gnu.trove.TObjectHash; insertionIndex[K]; int; gnu.trove.THashMap; putIfAbsent[K, V]; V; null; this>
<gnu.trove.THashMap; doPut[K, V, int]; V; gnu.trove.THashMap; putIfAbsent[K, V]; V; null; this>
<gnu.trove.THash; postInsertHook[boolean]; void; gnu.trove.THashMap; doPut[K, V, int]; V; null; this>
<java.util.Map; size[]; int; gnu.trove.THashMap; equals[java.lang.Object]; boolean; null; that>
<gnu.trove.THash; size[]; int; gnu.trove.THashMap; equals[java.lang.Object]; boolean; null; this>
<gnu.trove.THashMap; forEachEntry[gnu.trove.TObjectObjectProcedure<K,V>]; boolean; gnu.trove.THashMap; equals[java.lang.Object]; boolean; null; this>
<gnu.trove.THashMap; forEachEntry[gnu.trove.TObjectObjectProcedure<K,V>]; boolean; gnu.trove.THashMap; hashCode[]; int; null; this>
<gnu.trove.THashMap$HashProcedure; getHashCode[]; int; gnu.trove.THashMap; hashCode[]; int; null; p>
<gnu.trove.THashMap; forEachEntry[gnu.trove.TObjectObjectProcedure<K,V>]; boolean; gnu.trove.THashMap; toString[]; java.lang.String; null; this>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; java.lang.Object; execute[K, V]; boolean; null; buf>
<java.lang.StringBuilder; append[java.lang.Object]; java.lang.StringBuilder; java.lang.Object; execute[K, V]; boolean; null; buf>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; java.lang.Object; execute[K, V]; boolean; null; buf>
<java.lang.StringBuilder; append[java.lang.Object]; java.lang.StringBuilder; java.lang.Object; execute[K, V]; boolean; null; buf>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.THashMap; toString[]; java.lang.String; null; buf>
<java.lang.StringBuilder; toString[]; java.lang.String; gnu.trove.THashMap; toString[]; java.lang.String; null; buf>
<gnu.trove.TObjectHashingStrategy; computeHashCode[K]; int; gnu.trove.THashMap.HashProcedure; execute[K, V]; boolean; null; _hashingStrategy>
<java.lang.Object; hashCode[]; int; gnu.trove.THashMap.HashProcedure; execute[K, V]; boolean; null; value>
<java.util.Map; containsKey[java.lang.Object]; boolean; gnu.trove.THashMap.EqProcedure; execute[K, V]; boolean; null; _otherMap>
<java.util.Map; get[java.lang.Object]; V; gnu.trove.THashMap.EqProcedure; execute[K, V]; boolean; null; _otherMap>
<java.lang.Object; equals[java.lang.Object]; boolean; gnu.trove.THashMap.EqProcedure; execute[K, V]; boolean; null; oValue>
<gnu.trove.TObjectHash; forEach[gnu.trove.TObjectProcedure<K>]; boolean; gnu.trove.THashMap; forEachKey[gnu.trove.TObjectProcedure<K>]; boolean; null; this>
<gnu.trove.TObjectProcedure; execute[V]; boolean; gnu.trove.THashMap; forEachValue[gnu.trove.TObjectProcedure<V>]; boolean; null; procedure>
<gnu.trove.TObjectObjectProcedure; execute[K, V]; boolean; gnu.trove.THashMap; forEachEntry[gnu.trove.TObjectObjectProcedure<K,V>]; boolean; null; procedure>
<gnu.trove.THash; tempDisableAutoCompaction[]; void; gnu.trove.THashMap; retainEntries[gnu.trove.TObjectObjectProcedure<K,V>]; boolean; null; this>
<gnu.trove.TObjectObjectProcedure; execute[K, V]; boolean; gnu.trove.THashMap; retainEntries[gnu.trove.TObjectObjectProcedure<K,V>]; boolean; null; procedure>
<gnu.trove.THashMap; removeAt[int]; void; gnu.trove.THashMap; retainEntries[gnu.trove.TObjectObjectProcedure<K,V>]; boolean; null; this>
<gnu.trove.THash; reenableAutoCompaction[boolean]; void; gnu.trove.THashMap; retainEntries[gnu.trove.TObjectObjectProcedure<K,V>]; boolean; null; this>
<gnu.trove.TObjectFunction; execute[V]; V; gnu.trove.THashMap; transformValues[gnu.trove.TObjectFunction<V,V>]; void; null; function>
<java.util.Arrays; fill[java.lang.Object[], java.lang.Object]; void; gnu.trove.THashMap; rehash[int]; void; null; Arrays>
<gnu.trove.TObjectHash; insertionIndex[K]; int; gnu.trove.THashMap; rehash[int]; void; null; this>
<gnu.trove.TObjectHash; throwObjectContractViolation[java.lang.Object, java.lang.Object]; void; gnu.trove.THashMap; rehash[int]; void; null; this>
<gnu.trove.TObjectHash; index[K]; int; gnu.trove.THashMap; get[java.lang.Object]; V; null; this>
<gnu.trove.THash; size[]; int; gnu.trove.THashMap; clear[]; void; null; this>
<java.util.Arrays; fill[java.lang.Object[], int, int, java.lang.Object]; void; gnu.trove.THashMap; clear[]; void; null; Arrays>
<java.util.Arrays; fill[java.lang.Object[], int, int, java.lang.Object]; void; gnu.trove.THashMap; clear[]; void; null; Arrays>
<gnu.trove.TObjectHash; index[K]; int; gnu.trove.THashMap; remove[java.lang.Object]; V; null; this>
<gnu.trove.THashMap; removeAt[int]; void; gnu.trove.THashMap; remove[java.lang.Object]; V; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; gnu.trove.THashMap; containsValue[java.lang.Object]; boolean; null; val>
<gnu.trove.TObjectHash; contains[java.lang.Object]; boolean; gnu.trove.THashMap; containsKey[java.lang.Object]; boolean; null; this>
<gnu.trove.THash; ensureCapacity[int]; void; gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; null; this>
<java.util.Map; size[]; int; gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; null; map>
<java.util.Set; iterator[]; java.util.Iterator<java.util.Map.Entry<,>>; gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; null; map.entrySet()>
<java.util.Map; entrySet[]; java.util.Set<java.util.Map.Entry<,>>; gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; iterator[]; map>
<java.util.Iterator; hasNext[]; boolean; gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; null; i>
<java.util.Iterator; next[]; ; gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; null; i>
<gnu.trove.THashMap; put[K, V]; V; gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; null; this>
<java.util.Map$Entry; getKey[]; ; gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; null; e>
<java.util.Map$Entry; getValue[]; ; gnu.trove.THashMap; putAll[java.util.Map<? extends K,? extends V>]; void; null; e>
<gnu.trove.THashMap; containsValue[java.lang.Object]; boolean; gnu.trove.THashMap.ValueView; containsElement[V]; boolean; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; gnu.trove.THashMap.ValueView; removeElement[V]; boolean; null; values[i]>
<gnu.trove.THashMap; removeAt[int]; void; gnu.trove.THashMap.ValueView; removeElement[V]; boolean; null; this>
<gnu.trove.THashMap$EntryView; keyForEntry[java.util.Map.Entry<K,V>]; K; gnu.trove.THashMap.EntryView; removeElement[java.util.Map.Entry<K,V>]; boolean; null; this>
<gnu.trove.TObjectHash; index[K]; int; gnu.trove.THashMap.EntryView; removeElement[java.util.Map.Entry<K,V>]; boolean; null; this>
<gnu.trove.THashMap$EntryView; valueForEntry[java.util.Map.Entry<K,V>]; V; gnu.trove.THashMap.EntryView; removeElement[java.util.Map.Entry<K,V>]; boolean; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; gnu.trove.THashMap.EntryView; removeElement[java.util.Map.Entry<K,V>]; boolean; null; val>
<gnu.trove.THashMap; removeAt[int]; void; gnu.trove.THashMap.EntryView; removeElement[java.util.Map.Entry<K,V>]; boolean; null; this>
<gnu.trove.THashMap; get[java.lang.Object]; V; gnu.trove.THashMap.EntryView; containsElement[java.util.Map.Entry<K,V>]; boolean; null; this>
<gnu.trove.THashMap$EntryView; keyForEntry[java.util.Map.Entry<K,V>]; K; gnu.trove.THashMap.EntryView; containsElement[java.util.Map.Entry<K,V>]; boolean; null; this>
<java.util.Map$Entry; getValue[]; V; gnu.trove.THashMap.EntryView; containsElement[java.util.Map.Entry<K,V>]; boolean; null; entry>
<java.lang.Object; equals[java.lang.Object]; boolean; gnu.trove.THashMap.EntryView; containsElement[java.util.Map.Entry<K,V>]; boolean; null; val>
<java.util.Map$Entry; getValue[]; V; gnu.trove.THashMap.EntryView; valueForEntry[java.util.Map.Entry<K,V>]; V; null; entry>
<java.util.Map$Entry; getKey[]; K; gnu.trove.THashMap.EntryView; keyForEntry[java.util.Map.Entry<K,V>]; K; null; entry>
<gnu.trove.THashMap$MapBackedView; containsElement[E]; boolean; gnu.trove.THashMap.MapBackedView; contains[java.lang.Object]; boolean; null; this>
<gnu.trove.THashMap$MapBackedView; removeElement[E]; boolean; gnu.trove.THashMap.MapBackedView; remove[java.lang.Object]; boolean; null; this>
<java.util.Collection; iterator[]; java.util.Iterator<>; gnu.trove.THashMap.MapBackedView; containsAll[java.util.Collection<?>]; boolean; null; collection>
<java.util.Iterator; hasNext[]; boolean; gnu.trove.THashMap.MapBackedView; containsAll[java.util.Collection<?>]; boolean; null; i>
<gnu.trove.THashMap$MapBackedView; contains[java.lang.Object]; boolean; gnu.trove.THashMap.MapBackedView; containsAll[java.util.Collection<?>]; boolean; null; this>
<java.util.Iterator; next[]; java.lang.Object; gnu.trove.THashMap.MapBackedView; containsAll[java.util.Collection<?>]; boolean; null; i>
<gnu.trove.THashMap; clear[]; void; gnu.trove.THashMap.MapBackedView; clear[]; void; null; THashMap.this>
<gnu.trove.THash; size[]; int; gnu.trove.THashMap.MapBackedView; size[]; int; null; THashMap.this>
<gnu.trove.THashMap$MapBackedView; size[]; int; gnu.trove.THashMap.MapBackedView; toArray[]; java.lang.Object[]; null; this>
<gnu.trove.THashMap$MapBackedView; iterator[]; java.util.Iterator<E>; gnu.trove.THashMap.MapBackedView; toArray[]; java.lang.Object[]; null; this>
<java.util.Iterator; hasNext[]; boolean; gnu.trove.THashMap.MapBackedView; toArray[]; java.lang.Object[]; null; e>
<java.util.Iterator; next[]; java.lang.Object; gnu.trove.THashMap.MapBackedView; toArray[]; java.lang.Object[]; null; e>
<gnu.trove.THashMap$MapBackedView; size[]; int; gnu.trove.THashMap.MapBackedView; toArray[T[]]; T[]; null; this>
<java.lang.reflect.Array; newInstance[java.lang.Class<?>, int]; java.lang.Object; gnu.trove.THashMap.MapBackedView; toArray[T[]]; T[]; null; java.lang.reflect.Array>
<java.lang.Class; getComponentType[]; java.lang.Class<?>; gnu.trove.THashMap.MapBackedView; toArray[T[]]; T[]; null; a.getClass()>
